Name,Total Time,Total Time (CPU),Hits
      Self time,0.0 ms (0%),0.0 ms (0%),3
     org.apache.tomcat.util.net.SocketProcessorBase.run (),174 ms (-0%),174 ms (-0%),2
      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun (),174 ms (-0%),174 ms (-0%),2
       org.apache.coyote.AbstractProtocol$ConnectionHandler.process (),174 ms (-0%),174 ms (-0%),2
        org.apache.coyote.AbstractProcessorLight.process (),174 ms (-0%),174 ms (-0%),2
         org.apache.coyote.http11.Http11Processor.service (),174 ms (-0%),174 ms (-0%),2
          org.apache.catalina.connector.CoyoteAdapter.service (),174 ms (-0%),174 ms (-0%),2
           org.apache.catalina.core.StandardEngineValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
            org.apache.catalina.valves.ErrorReportValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
             org.apache.catalina.core.StandardHostValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
              org.apache.catalina.authenticator.AuthenticatorBase.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
               org.apache.catalina.core.StandardContextValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
                org.apache.catalina.core.StandardWrapperValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                   org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                     org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                       org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                        org.springframework.web.filter.FormContentFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                         org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                           org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                            org.springframework.web.filter.RequestContextFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                             org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                               org.springframework.web.filter.DelegatingFilterProxy.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate (),98.8 ms (-0%),98.8 ms (-0%),1
                                 org.springframework.security.web.FilterChainProxy.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                  org.springframework.security.web.FilterChainProxy.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                    org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                         org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter (),98.8 ms (-0%),98.8 ms (-0%),1
                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                               org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                 org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                   org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                     org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                       org.springframework.security.web.session.SessionManagementFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                         org.springframework.security.web.access.ExceptionTranslationFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                          org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                           org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                            org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
                                                             org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                              org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                               org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                org.apache.tomcat.websocket.server.WsFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                   javax.servlet.http.HttpServlet.service (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                    org.springframework.web.servlet.FrameworkServlet.service (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                     javax.servlet.http.HttpServlet.service (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                      org.springframework.web.servlet.FrameworkServlet.doGet (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                       org.springframework.web.servlet.FrameworkServlet.processRequest (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                        org.springframework.web.servlet.DispatcherServlet.doService (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                         org.springframework.web.servlet.DispatcherServlet.doDispatch (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                          org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter.handle (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                           org.springframework.web.servlet.resource.ResourceHttpRequestHandler.handleRequest (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                            org.springframework.http.converter.AbstractHttpMessageConverter.write (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                             org.springframework.http.converter.AbstractHttpMessageConverter.addDefaultHeaders (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                              org.springframework.http.converter.ResourceHttpMessageConverter.getContentLength (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                               org.springframework.http.converter.ResourceHttpMessageConverter.getContentLength (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                                org.springframework.core.io.AbstractFileResolvingResource.contentLength (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                                 java.io.File.length (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                Self time,0.0 ms (0%),0.0 ms (0%),1
                               Self time,0.0 ms (0%),0.0 ms (0%),1
                              Self time,0.0 ms (0%),0.0 ms (0%),1
                             Self time,0.0 ms (0%),0.0 ms (0%),1
                            Self time,0.0 ms (0%),0.0 ms (0%),1
                           Self time,0.0 ms (0%),0.0 ms (0%),1
                          Self time,0.0 ms (0%),0.0 ms (0%),1
                         Self time,0.0 ms (0%),0.0 ms (0%),1
                        Self time,0.0 ms (0%),0.0 ms (0%),1
                       Self time,0.0 ms (0%),0.0 ms (0%),1
                      Self time,0.0 ms (0%),0.0 ms (0%),1
                     Self time,0.0 ms (0%),0.0 ms (0%),1
                    Self time,0.0 ms (0%),0.0 ms (0%),1
                   Self time,0.0 ms (0%),0.0 ms (0%),1
                  Self time,0.0 ms (0%),0.0 ms (0%),1
                 Self time,0.0 ms (0%),0.0 ms (0%),1
                Self time,0.0 ms (0%),0.0 ms (0%),1
               Self time,0.0 ms (0%),0.0 ms (0%),1
              Self time,0.0 ms (0%),0.0 ms (0%),1
             Self time,0.0 ms (0%),0.0 ms (0%),1
            Self time,0.0 ms (0%),0.0 ms (0%),1
           org.apache.catalina.connector.CoyoteAdapter.postParseRequest (),75.5 ms (-0%),75.5 ms (-0%),1
            org.apache.catalina.mapper.Mapper.map (),75.5 ms (-0%),75.5 ms (-0%),1
             org.apache.catalina.mapper.Mapper.internalMap (),75.5 ms (-0%),75.5 ms (-0%),1
              org.apache.catalina.mapper.Mapper.internalMapWrapper (),75.5 ms (-0%),75.5 ms (-0%),1
               org.apache.catalina.mapper.Mapper.internalMapExactWrapper (),75.5 ms (-0%),75.5 ms (-0%),1
                org.apache.catalina.mapper.Mapper.exactFind (),75.5 ms (-0%),75.5 ms (-0%),1
                 org.apache.catalina.mapper.Mapper.find (),75.5 ms (-0%),75.5 ms (-0%),1
                 Self time,0.0 ms (0%),0.0 ms (0%),1
                Self time,0.0 ms (0%),0.0 ms (0%),1
               Self time,0.0 ms (0%),0.0 ms (0%),1
              Self time,0.0 ms (0%),0.0 ms (0%),1
             Self time,0.0 ms (0%),0.0 ms (0%),1
            Self time,0.0 ms (0%),0.0 ms (0%),1
           Self time,0.0 ms (0%),0.0 ms (0%),2
          Self time,0.0 ms (0%),0.0 ms (0%),2
         Self time,0.0 ms (0%),0.0 ms (0%),2
        Self time,0.0 ms (0%),0.0 ms (0%),2
       Self time,0.0 ms (0%),0.0 ms (0%),2
      Self time,0.0 ms (0%),0.0 ms (0%),2
     Self time,0.0 ms (0%),0.0 ms (0%),1
    Self time,0.0 ms (0%),0.0 ms (0%),1
   Self time,0.0 ms (0%),0.0 ms (0%),1
  Self time,0.0 ms (0%),0.0 ms (0%),1
http-nio-8080-exec-9,"75,998 ms (-0%)",98.8 ms (-0%),1
 java.lang.Thread.run (),"75,998 ms (-0%)",98.8 ms (-0%),1
  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run (),"75,998 ms (-0%)",98.8 ms (-0%),1
   java.util.concurrent.ThreadPoolExecutor$Worker.run (),"75,998 ms (-0%)",98.8 ms (-0%),1
    java.util.concurrent.ThreadPoolExecutor.runWorker (),"75,998 ms (-0%)",98.8 ms (-0%),1
     java.util.concurrent.ThreadPoolExecutor.getTask (),"75,899 ms (-0%)",0.0 ms (0%),2
      org.apache.tomcat.util.threads.TaskQueue.take (),"75,899 ms (-0%)",0.0 ms (0%),2
       org.apache.tomcat.util.threads.TaskQueue.take (),"75,899 ms (-0%)",0.0 ms (0%),2
        java.util.concurrent.LinkedBlockingQueue.take (),"75,899 ms (-0%)",0.0 ms (0%),2
        Self time,0.0 ms (0%),0.0 ms (0%),2
       Self time,0.0 ms (0%),0.0 ms (0%),2
      Self time,0.0 ms (0%),0.0 ms (0%),2
     org.apache.tomcat.util.net.SocketProcessorBase.run (),98.8 ms (-0%),98.8 ms (-0%),1
      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun (),98.8 ms (-0%),98.8 ms (-0%),1
       org.apache.coyote.AbstractProtocol$ConnectionHandler.process (),98.8 ms (-0%),98.8 ms (-0%),1
        org.apache.coyote.AbstractProcessorLight.process (),98.8 ms (-0%),98.8 ms (-0%),1
         org.apache.coyote.http11.Http11Processor.service (),98.8 ms (-0%),98.8 ms (-0%),1
          org.apache.catalina.connector.CoyoteAdapter.service (),98.8 ms (-0%),98.8 ms (-0%),1
           org.apache.catalina.core.StandardEngineValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
            org.apache.catalina.valves.ErrorReportValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
             org.apache.catalina.core.StandardHostValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
              org.apache.catalina.authenticator.AuthenticatorBase.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
               org.apache.catalina.core.StandardContextValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
                org.apache.catalina.core.StandardWrapperValve.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                   org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                     org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                       org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                        org.springframework.web.filter.FormContentFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                         org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                           org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                            org.springframework.web.filter.RequestContextFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                             org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                               org.springframework.web.filter.DelegatingFilterProxy.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate (),98.8 ms (-0%),98.8 ms (-0%),1
                                 org.springframework.security.web.FilterChainProxy.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                  org.springframework.security.web.FilterChainProxy.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                    org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                         org.springframework.web.filter.OncePerRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal (),98.8 ms (-0%),98.8 ms (-0%),1
                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter (),98.8 ms (-0%),98.8 ms (-0%),1
                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                               org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                 org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                   org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                     org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                       org.springframework.security.web.session.SessionManagementFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                         org.springframework.security.web.access.ExceptionTranslationFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                          org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                           org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                            org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke (),98.8 ms (-0%),98.8 ms (-0%),1
                                                             org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                              org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                               org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                org.apache.tomcat.websocket.server.WsFilter.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                   javax.servlet.http.HttpServlet.service (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                    org.springframework.web.servlet.FrameworkServlet.service (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                     javax.servlet.http.HttpServlet.service (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                      org.springframework.web.servlet.FrameworkServlet.doGet (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                       org.springframework.web.servlet.FrameworkServlet.processRequest (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                        org.springframework.web.servlet.FrameworkServlet.publishRequestHandledEvent (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                         org.springframework.context.support.AbstractApplicationContext.publishEvent (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                          org.springframework.context.support.AbstractApplicationContext.publishEvent (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                           org.springframework.context.event.SimpleApplicationEventMulticaster.multicastEvent (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                            org.springframework.context.event.AbstractApplicationEventMulticaster.getApplicationListeners (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                             java.util.concurrent.ConcurrentHashMap.get (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                              org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey.equals (),98.8 ms (-0%),98.8 ms (-0%),1
                                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                                Self time,0.0 ms (0%),0.0 ms (0%),1
                                               Self time,0.0 ms (0%),0.0 ms (0%),1
                                              Self time,0.0 ms (0%),0.0 ms (0%),1
                                             Self time,0.0 ms (0%),0.0 ms (0%),1
                                            Self time,0.0 ms (0%),0.0 ms (0%),1
                                           Self time,0.0 ms (0%),0.0 ms (0%),1
                                          Self time,0.0 ms (0%),0.0 ms (0%),1
                                         Self time,0.0 ms (0%),0.0 ms (0%),1
                                        Self time,0.0 ms (0%),0.0 ms (0%),1
                                       Self time,0.0 ms (0%),0.0 ms (0%),1
                                      Self time,0.0 ms (0%),0.0 ms (0%),1
                                     Self time,0.0 ms (0%),0.0 ms (0%),1
                                    Self time,0.0 ms (0%),0.0 ms (0%),1
                                   Self time,0.0 ms (0%),0.0 ms (0%),1
                                  Self time,0.0 ms (0%),0.0 ms (0%),1
                                 Self time,0.0 ms (0%),0.0 ms (0%),1
                                Self time,0.0 ms (0%),0.0 ms (0%),1
                               Self time,0.0 ms (0%),0.0 ms (0%),1
                              Self time,0.0 ms (0%),0.0 ms (0%),1
                             Self time,0.0 ms (0%),0.0 ms (0%),1
                            Self time,0.0 ms (0%),0.0 ms (0%),1
                           Self time,0.0 ms (0%),0.0 ms (0%),1
                          Self time,0.0 ms (0%),0.0 ms (0%),1
                         Self time,0.0 ms (0%),0.0 ms (0%),1
                        Self time,0.0 ms (0%),0.0 ms (0%),1
                       Self time,0.0 ms (0%),0.0 ms (0%),1
                      Self time,0.0 ms (0%),0.0 ms (0%),1
                     Self time,0.0 ms (0%),0.0 ms (0%),1
                    Self time,0.0 ms (0%),0.0 ms (0%),1
                   Self time,0.0 ms (0%),0.0 ms (0%),1
                  Self time,0.0 ms (0%),0.0 ms (0%),1
                 Self time,0.0 ms (0%),0.0 ms (0%),1
                Self time,0.0 ms (0%),0.0 ms (0%),1
               Self time,0.0 ms (0%),0.0 ms (0%),1
              Self time,0.0 ms (0%),0.0 ms (0%),1
             Self time,0.0 ms (0%),0.0 ms (0%),1
