Name,Live Bytes,Live Objects
org.apache.coyote.http11.filters.VoidInputFilter,96 B (0%),6 (0%)
org.hibernate.cache.spi.access.AccessType,96 B (0%),4 (0%)
org.springframework.data.repository.core.support.QueryExecutorMethodInterceptor,96 B (0%),3 (0%)
org.springframework.context.annotation.ScopedProxyMode,96 B (0%),4 (0%)
org.springframework.web.accept.ContentNegotiationManager,96 B (0%),4 (0%)
org.springframework.security.config.http.SessionCreationPolicy,96 B (0%),4 (0%)
org.thymeleaf.engine.TemplateModelController$SkipBody,96 B (0%),4 (0%)
javax.management.openmbean.TabularType,96 B (0%),2 (0%)
org.hibernate.cfg.AnnotatedClassType,96 B (0%),4 (0%)
org.springframework.security.web.header.Header,96 B (0%),4 (0%)
org.apache.catalina.connector.ResponseFacade,96 B (0%),6 (0%)
org.springframework.boot.jdbc.DatabaseDriver[],96 B (0%),1 (0%)
com.fasterxml.jackson.databind.type.TypeModifier[],96 B (0%),4 (0%)
org.springframework.data.geo.Metrics,96 B (0%),3 (0%)
org.hibernate.tool.schema.SourceType,96 B (0%),4 (0%)
org.apache.tomcat.util.log.UserDataHelper$Config,96 B (0%),4 (0%)
com.fasterxml.jackson.annotation.JsonCreator$Mode,96 B (0%),4 (0%)
com.sun.management.internal.GarbageCollectorExtImpl,96 B (0%),2 (0%)
javax.persistence.GenerationType,96 B (0%),4 (0%)
org.hibernate.annotations.OptimisticLockType,96 B (0%),4 (0%)
sun.net.spi.DefaultProxySelector$NonProxyInfo,96 B (0%),3 (0%)
sun.rmi.transport.LiveRef,96 B (0%),3 (0%)
org.hibernate.loader.plan.exec.process.internal.EntityReturnReader,96 B (0%),6 (0%)
org.springframework.transaction.annotation.Propagation[],96 B (0%),2 (0%)
java.sql.SQLPermission,96 B (0%),4 (0%)
org.springframework.data.jpa.repository.support.SimpleJpaRepository,96 B (0%),3 (0%)
com.sun.proxy.$Proxy34,96 B (0%),6 (0%)
org.springframework.data.spel.ExtensionAwareEvaluationContextProvider,96 B (0%),4 (0%)
org.thymeleaf.standard.processor.StandardNonRemovableAttributeTagProcessor,96 B (0%),2 (0%)
sun.util.locale.BaseLocale[],96 B (0%),1 (0%)
org.springframework.data.repository.util.ReactiveWrappers$ReactiveLibrary,96 B (0%),4 (0%)
java.lang.System$Logger$Level[],96 B (0%),2 (0%)
org.springframework.util.LinkedCaseInsensitiveMap$EntrySet,96 B (0%),4 (0%)
com.mysql.cj.conf.BooleanPropertyDefinition$AllowableValues,96 B (0%),4 (0%)
org.springframework.dao.support.PersistenceExceptionTranslationInterceptor,96 B (0%),4 (0%)
org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty,96 B (0%),3 (0%)
java.util.regex.Pattern$Qtype,96 B (0%),4 (0%)
org.hibernate.dialect.lock.PessimisticWriteSelectLockingStrategy,96 B (0%),3 (0%)
org.hibernate.boot.internal.InFlightMetadataCollectorImpl$EntityTableXrefImpl,96 B (0%),3 (0%)
org.apache.logging.log4j.Marker[],96 B (0%),4 (0%)
java.time.format.DateTimeFormatterBuilder$SettingsParser,96 B (0%),4 (0%)
org.springframework.web.method.annotation.SessionAttributesHandler,96 B (0%),3 (0%)
org.springframework.data.jpa.repository.query.QueryParameterSetterFactory$CriteriaQueryParameterSetterFactory,96 B (0%),4 (0%)
org.apache.commons.logging.LogAdapter$LogApi,96 B (0%),4 (0%)
org.hibernate.FlushMode,96 B (0%),4 (0%)
org.springframework.boot.logging.DeferredLog$Line,96 B (0%),4 (0%)
org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace,96 B (0%),4 (0%)
com.fasterxml.jackson.databind.ser.BeanSerializerFactory,96 B (0%),6 (0%)
org.hibernate.ConnectionReleaseMode,96 B (0%),4 (0%)
java.lang.module.ModuleDescriptor$Requires$Modifier,96 B (0%),4 (0%)
org.apache.catalina.connector.CoyoteInputStream,96 B (0%),6 (0%)
java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue,96 B (0%),3 (0%)
org.hibernate.engine.jdbc.internal.FormatStyle,96 B (0%),3 (0%)
org.hibernate.engine.jdbc.env.spi.NameQualifierSupport,96 B (0%),4 (0%)
org.hibernate.bytecode.enhance.spi.interceptor.LazyAttributesMetadata,96 B (0%),3 (0%)
org.apache.tomcat.websocket.server.WsServerContainer,96 B (0%),1 (0%)
org.apache.tomcat.util.net.Acceptor$AcceptorState,96 B (0%),4 (0%)
org.hibernate.event.internal.EntityState,96 B (0%),4 (0%)
org.apache.tomcat.util.net.AbstractEndpoint$BindState,96 B (0%),4 (0%)
org.apache.catalina.session.ManagerBase$SessionTiming,96 B (0%),4 (0%)
org.apache.tomcat.util.http.SameSiteCookies,96 B (0%),4 (0%)
jdk.internal.jimage.ImageReader$SharedImageReader,96 B (0%),1 (0%)
net.bytebuddy.dynamic.scaffold.MethodGraph$Node$Sort,96 B (0%),4 (0%)
org.thymeleaf.util.ProcessorConfigurationUtils$CommentProcessorWrapper,96 B (0%),3 (0%)
org.hibernate.engine.internal.AbstractEntityEntry$EnumState,96 B (0%),3 (0%)
sun.security.jca.ProviderConfig[],88 B (0%),2 (0%)
org.springframework.security.config.annotation.web.builders.WebSecurity,88 B (0%),1 (0%)
org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter,88 B (0%),1 (0%)
com.sun.jmx.remote.util.ClassLoaderWithRepository,88 B (0%),1 (0%)
sun.nio.ch.ServerSocketChannelImpl,88 B (0%),1 (0%)
org.springframework.boot.ansi.AnsiColor[],88 B (0%),1 (0%)
org.springframework.jmx.export.annotation.AnnotationMBeanExporter,88 B (0%),1 (0%)
org.thymeleaf.DialectSetConfiguration,88 B (0%),1 (0%)
org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean,88 B (0%),1 (0%)
org.hibernate.boot.internal.MetadataImpl,88 B (0%),1 (0%)
org.hibernate.boot.registry.classloading.internal.AggregatedClassLoader,88 B (0%),1 (0%)
org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo,88 B (0%),1 (0%)
org.springframework.context.annotation.ComponentScan$Filter[],88 B (0%),5 (0%)
java.nio.file.attribute.PosixFilePermission[],88 B (0%),2 (0%)
org.thymeleaf.spring5.view.ThymeleafViewResolver,88 B (0%),1 (0%)
java.rmi.server.Operation[],88 B (0%),3 (0%)
java.net.URL[],88 B (0%),4 (0%)
net.bytebuddy.matcher.ModifierMatcher$Mode[],88 B (0%),1 (0%)
sun.reflect.misc.MethodUtil,88 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat,88 B (0%),1 (0%)
org.springframework.core.convert.support.NumberToNumberConverterFactory,80 B (0%),5 (0%)
java.net.InetAddress$CachedAddresses,80 B (0%),2 (0%)
org.thymeleaf.standard.processor.StandardAttrTagProcessor,80 B (0%),2 (0%)
javax.websocket.CloseReason$CloseCodes[],80 B (0%),1 (0%)
org.springframework.beans.propertyeditors.CustomBooleanEditor,80 B (0%),2 (0%)
org.thymeleaf.standard.processor.StandardIncludeTagProcessor,80 B (0%),2 (0%)
antlr.LexerSharedInputState,80 B (0%),2 (0%)
org.springframework.core.convert.support.ZoneIdToTimeZoneConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.StringToUUIDConverter,80 B (0%),5 (0%)
org.hibernate.dialect.MySQL5InnoDBDialect,80 B (0%),1 (0%)
org.springframework.core.convert.support.StringToCharacterConverter,80 B (0%),5 (0%)
com.fasterxml.jackson.datatype.jsr310.JavaTimeModule$1,80 B (0%),5 (0%)
org.apache.coyote.RequestGroupInfo,80 B (0%),1 (0%)
org.springframework.core.convert.support.EnumToIntegerConverter,80 B (0%),5 (0%)
org.apache.catalina.startup.Tomcat$SimpleRealm,80 B (0%),1 (0%)
org.springframework.data.jpa.repository.query.JpaParameters$JpaParameter,80 B (0%),2 (0%)
org.springframework.web.servlet.handler.SimpleUrlHandlerMapping,80 B (0%),1 (0%)
org.springframework.core.convert.support.CharacterToNumberFactory,80 B (0%),5 (0%)
org.springframework.core.convert.support.StringToCollectionConverter,80 B (0%),5 (0%)
org.hibernate.boot.internal.BootstrapContextImpl,80 B (0%),1 (0%)
org.springframework.security.config.annotation.authentication.configuration.AuthenticationConfiguration$DefaultPasswordEncoderAuthenticationManagerBuilder,80 B (0%),1 (0%)
org.thymeleaf.standard.processor.StandardAttrappendTagProcessor,80 B (0%),2 (0%)
org.thymeleaf.cache.StandardCache$CacheDataContainer,80 B (0%),2 (0%)
org.springframework.orm.jpa.persistenceunit.DefaultPersistenceUnitManager,80 B (0%),1 (0%)
org.springframework.core.convert.support.ByteBufferConverter,80 B (0%),5 (0%)
org.thymeleaf.spring5.processor.SpringInputRadioFieldTagProcessor,80 B (0%),1 (0%)
org.apache.catalina.webresources.StandardRoot,80 B (0%),1 (0%)
org.springframework.security.config.annotation.web.configurers.SessionManagementConfigurer,80 B (0%),1 (0%)
org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping,80 B (0%),1 (0%)
sun.nio.ch.WindowsSelectorImpl$SubSelector,80 B (0%),2 (0%)
org.springframework.data.mapping.PropertyPath,80 B (0%),2 (0%)
java.lang.VirtualMachineError,80 B (0%),2 (0%)
sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda$152.0x0000000800c519e8,80 B (0%),5 (0%)
org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping,80 B (0%),1 (0%)
sun.rmi.server.UnicastServerRef2,80 B (0%),2 (0%)
org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver,80 B (0%),1 (0%)
com.fasterxml.jackson.databind.introspect.BasicClassIntrospector,80 B (0%),5 (0%)
org.springframework.transaction.annotation.Isolation[],80 B (0%),2 (0%)
java.util.Locale$Category,80 B (0%),2 (0%)
org.springframework.core.convert.support.StringToCharsetConverter,80 B (0%),5 (0%)
org.hibernate.resource.jdbc.spi.PhysicalConnectionHandlingMode[],80 B (0%),2 (0%)
org.springframework.core.convert.support.StringToArrayConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.NumberToCharacterConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.ObjectToArrayConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.CollectionToCollectionConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.StringToLocaleConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.StreamConverter,80 B (0%),5 (0%)
org.thymeleaf.spring5.processor.SpringSelectFieldTagProcessor,80 B (0%),1 (0%)
java.util.regex.Pattern$Loop,80 B (0%),2 (0%)
org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter$2,80 B (0%),1 (0%)
org.apache.catalina.core.StandardService,80 B (0%),1 (0%)
java.util.stream.StreamOpFlag$Type[],80 B (0%),2 (0%)
org.springframework.core.convert.support.StringToTimeZoneConverter,80 B (0%),5 (0%)
java.nio.channels.spi.AbstractInterruptibleChannel$1,80 B (0%),5 (0%)
org.thymeleaf.spring5.processor.SpringTextareaFieldTagProcessor,80 B (0%),1 (0%)
com.fasterxml.jackson.datatype.jsr310.ser.ZoneIdSerializer,80 B (0%),5 (0%)
org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter$DefaultPasswordEncoderAuthenticationManagerBuilder,80 B (0%),1 (0%)
sun.management.MemoryManagerImpl,80 B (0%),2 (0%)
java.io.PrintStream,80 B (0%),2 (0%)
java.time.format.DateTimeFormatterBuilder$ZoneTextPrinterParser,80 B (0%),2 (0%)
com.example.vvs.webapp.config.SecurityConfiguration$$EnhancerBySpringCGLIB$$81394c0f,80 B (0%),1 (0%)
org.springframework.data.jpa.repository.query.DefaultJpaEntityMetadata,80 B (0%),5 (0%)
org.springframework.core.convert.support.FallbackObjectToStringConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.ArrayToCollectionConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.StringToCurrencyConverter,80 B (0%),5 (0%)
org.springframework.context.support.PropertySourcesPlaceholderConfigurer,80 B (0%),1 (0%)
org.hibernate.engine.query.spi.HQLQueryPlan,80 B (0%),2 (0%)
com.fasterxml.jackson.databind.module.SimpleKeyDeserializers,80 B (0%),5 (0%)
com.fasterxml.jackson.databind.type.TypeParser,80 B (0%),5 (0%)
java.lang.module.Configuration,80 B (0%),2 (0%)
org.springframework.core.convert.support.PropertiesToStringConverter,80 B (0%),5 (0%)
org.hibernate.type.descriptor.java.BooleanTypeDescriptor,80 B (0%),2 (0%)
com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver,80 B (0%),5 (0%)
org.springframework.web.cors.DefaultCorsProcessor,80 B (0%),5 (0%)
org.unbescape.html.HtmlEscapeSymbols,80 B (0%),2 (0%)
javax.servlet.DispatcherType[],80 B (0%),2 (0%)
org.springframework.data.jpa.repository.query.EscapeCharacter,80 B (0%),5 (0%)
org.springframework.core.io.Resource[],80 B (0%),3 (0%)
org.springframework.data.jpa.projection.CollectionAwareProjectionFactory,80 B (0%),2 (0%)
net.bytebuddy.TypeCache$WithInlineExpunction,80 B (0%),2 (0%)
org.springframework.core.convert.support.ObjectToCollectionConverter,80 B (0%),5 (0%)
sun.util.cldr.CLDRLocaleProviderAdapter,80 B (0%),1 (0%)
org.springframework.core.convert.support.ArrayToStringConverter,80 B (0%),5 (0%)
org.thymeleaf.spring5.processor.SpringInputGeneralFieldTagProcessor,80 B (0%),1 (0%)
java.util.concurrent.ForkJoinPool$WorkQueue[],80 B (0%),1 (0%)
org.springframework.core.convert.support.StringToPropertiesConverter,80 B (0%),5 (0%)
org.springframework.web.servlet.function.support.RouterFunctionMapping,80 B (0%),1 (0%)
org.thymeleaf.standard.processor.StandardAttrprependTagProcessor,80 B (0%),2 (0%)
org.springframework.boot.context.logging.LoggingApplicationListener,80 B (0%),2 (0%)
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping,80 B (0%),2 (0%)
org.springframework.core.convert.support.StringToBooleanConverter,80 B (0%),5 (0%)
org.springframework.http.HttpStatus$Series[],80 B (0%),2 (0%)
org.apache.catalina.servlets.DefaultServlet,80 B (0%),1 (0%)
com.sun.proxy.$Proxy48,80 B (0%),5 (0%)
com.sun.proxy.$Proxy46,80 B (0%),5 (0%)
com.mysql.cj.util.StringUtils$SearchMode[],80 B (0%),2 (0%)
java.net.URLPermission$Authority,80 B (0%),5 (0%)
org.thymeleaf.standard.processor.StandardRefAttributeTagProcessor,80 B (0%),2 (0%)
java.lang.ModuleLayer,80 B (0%),2 (0%)
org.springframework.core.convert.support.StringToEnumConverterFactory,80 B (0%),5 (0%)
org.thymeleaf.spring5.processor.SpringOptionFieldTagProcessor,80 B (0%),1 (0%)
org.springframework.core.convert.support.EnumToStringConverter,80 B (0%),5 (0%)
org.thymeleaf.spring5.processor.SpringInputCheckboxFieldTagProcessor,80 B (0%),1 (0%)
com.fasterxml.jackson.databind.util.RootNameLookup,80 B (0%),5 (0%)
org.springframework.core.convert.support.MapToMapConverter,80 B (0%),5 (0%)
sun.util.locale.provider.JRELocaleProviderAdapter,80 B (0%),1 (0%)
org.springframework.context.annotation.FilterType[],80 B (0%),2 (0%)
java.io.BufferedWriter,80 B (0%),2 (0%)
org.thymeleaf.standard.processor.StandardSubstituteByTagProcessor,80 B (0%),2 (0%)
org.springframework.core.convert.support.ObjectToOptionalConverter,80 B (0%),5 (0%)
org.springframework.core.convert.support.ArrayToObjectConverter,80 B (0%),5 (0%)
org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator,80 B (0%),1 (0%)
org.springframework.core.convert.support.StringToNumberConverterFactory,80 B (0%),5 (0%)
org.springframework.core.convert.support.IntegerToEnumConverterFactory,80 B (0%),5 (0%)
org.springframework.security.web.access.expression.DefaultWebSecurityExpressionHandler,80 B (0%),2 (0%)
org.attoparser.HtmlHeadCDATAContentElement,80 B (0%),2 (0%)
org.springframework.core.convert.support.ZonedDateTimeToCalendarConverter,80 B (0%),5 (0%)
org.thymeleaf.spring5.processor.SpringInputFileFieldTagProcessor,80 B (0%),1 (0%)
org.springframework.data.projection.SpelAwareProxyProjectionFactory,80 B (0%),2 (0%)
org.thymeleaf.spring5.processor.SpringInputPasswordFieldTagProcessor,80 B (0%),1 (0%)
org.apache.tomcat.util.buf.EncodedSolidusHandling,72 B (0%),3 (0%)
net.bytebuddy.implementation.bind.annotation.TargetMethodAnnotationDrivenBinder$ParameterBinder[],72 B (0%),1 (0%)
org.hibernate.FetchMode,72 B (0%),3 (0%)
org.springframework.data.repository.util.QueryExecutionConverters$WrapperType$Cardinality,72 B (0%),3 (0%)
org.hibernate.event.spi.SaveOrUpdateEventListener[],72 B (0%),3 (0%)
org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute,72 B (0%),3 (0%)
java.util.Base64$Encoder,72 B (0%),3 (0%)
org.springframework.boot.jackson.JsonComponentModule,72 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration,72 B (0%),1 (0%)
org.springframework.data.mapping.model.BasicPersistentEntity$$Lambda$844.0x0000000801178e90,72 B (0%),3 (0%)
org.springframework.data.mapping.PreferredConstructor,72 B (0%),3 (0%)
org.hibernate.dialect.identity.GetGeneratedKeysDelegate,72 B (0%),3 (0%)
javax.persistence.metamodel.Bindable$BindableType,72 B (0%),3 (0%)
org.springframework.boot.context.properties.source.PropertyMapper[],72 B (0%),3 (0%)
org.hibernate.metamodel.model.domain.NavigableRole,72 B (0%),3 (0%)
java.util.concurrent.ConcurrentSkipListMap$Node,72 B (0%),3 (0%)
org.apache.coyote.AsyncStateMachine$AsyncState[],72 B (0%),1 (0%)
org.apache.tomcat.util.net.NioEndpoint$PollerEvent,72 B (0%),3 (0%)
java.io.OutputStreamWriter,72 B (0%),3 (0%)
org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight,72 B (0%),3 (0%)
java.lang.annotation.RetentionPolicy,72 B (0%),3 (0%)
org.hibernate.loader.BatchFetchStyle,72 B (0%),3 (0%)
org.springframework.core.env.PropertiesPropertySource,72 B (0%),3 (0%)
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL,72 B (0%),1 (0%)
org.thymeleaf.templateparser.text.TextParser$BufferPool,72 B (0%),3 (0%)
org.hibernate.metamodel.internal.JpaMetaModelPopulationSetting,72 B (0%),3 (0%)
javax.servlet.SessionTrackingMode,72 B (0%),3 (0%)
java.util.stream.Collector$Characteristics,72 B (0%),3 (0%)
org.springframework.boot.devtools.restart.Restarter,72 B (0%),1 (0%)
com.zaxxer.hikari.util.UtilityElf$DefaultThreadFactory,72 B (0%),3 (0%)
sun.reflect.generics.repository.FieldRepository,72 B (0%),3 (0%)
org.hibernate.engine.spi.ExecuteUpdateResultCheckStyle,72 B (0%),3 (0%)
org.apache.tomcat.util.log.UserDataHelper$Mode,72 B (0%),3 (0%)
javax.persistence.TemporalType,72 B (0%),3 (0%)
org.hibernate.engine.jdbc.env.spi.IdentifierCaseStrategy,72 B (0%),3 (0%)
javax.management.openmbean.SimpleType[],72 B (0%),1 (0%)
java.net.Proxy$Type,72 B (0%),3 (0%)
org.hibernate.boot.registry.classloading.internal.TcclLookupPrecedence,72 B (0%),3 (0%)
java.time.format.ResolverStyle,72 B (0%),3 (0%)
org.springframework.security.core.SpringSecurityMessageSource,72 B (0%),1 (0%)
java.lang.WeakPairMap,72 B (0%),3 (0%)
org.hibernate.dialect.lock.OptimisticForceIncrementLockingStrategy,72 B (0%),3 (0%)
org.springframework.beans.factory.config.EmbeddedValueResolver,72 B (0%),3 (0%)
org.hibernate.metamodel.internal.AttributeFactory$ValueContext$ValueClassification,72 B (0%),3 (0%)
org.thymeleaf.templateparser.text.TextParser,72 B (0%),3 (0%)
java.io.FilePermissionCollection,72 B (0%),3 (0%)
org.hibernate.persister.walking.internal.EntityIdentifierDefinitionHelper$1,72 B (0%),3 (0%)
org.springframework.data.repository.core.support.QueryExecutionResultHandler,72 B (0%),3 (0%)
javax.persistence.DiscriminatorType,72 B (0%),3 (0%)
org.springframework.data.repository.core.support.TransactionalRepositoryProxyPostProcessor,72 B (0%),3 (0%)
org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor,72 B (0%),3 (0%)
net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$OfMethod,72 B (0%),3 (0%)
org.springframework.boot.Banner$Mode,72 B (0%),3 (0%)
org.springframework.context.annotation.AnnotationScopeMetadataResolver,72 B (0%),3 (0%)
java.time.ZoneOffset,72 B (0%),3 (0%)
java.util.regex.Pattern$Prolog,72 B (0%),3 (0%)
org.springframework.boot.autoconfigure.web.ServerProperties,72 B (0%),1 (0%)
org.springframework.data.repository.query.QueryLookupStrategy$Key,72 B (0%),3 (0%)
org.springframework.boot.WebApplicationType,72 B (0%),3 (0%)
ch.qos.logback.core.spi.FilterReply,72 B (0%),3 (0%)
org.hibernate.metamodel.internal.MetamodelImpl,72 B (0%),1 (0%)
net.bytebuddy.implementation.bytecode.constant.FloatConstant,72 B (0%),3 (0%)
org.hibernate.loader.plan.spi.QuerySpace$Disposition,72 B (0%),3 (0%)
org.hibernate.cfg.annotations.Nullability,72 B (0%),3 (0%)
org.springframework.data.repository.config.BootstrapMode,72 B (0%),3 (0%)
org.springframework.context.annotation.ClassPathBeanDefinitionScanner,72 B (0%),1 (0%)
org.apache.tomcat.util.http.parser.SkipResult,72 B (0%),3 (0%)
org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver,72 B (0%),3 (0%)
org.springframework.security.authentication.AuthenticationTrustResolverImpl,72 B (0%),3 (0%)
org.springframework.jmx.support.RegistrationPolicy,72 B (0%),3 (0%)
org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type,72 B (0%),3 (0%)
